Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
2024-09-01,Mandir Marg,33.23,60.34,20.04,0.62,8.64,95.36324786324786
2024-09-01,Patparganj,38.41,104.02,16.27,0.53,40.14,107.52499999999999
2024-09-01,Anand Vihar,57.02,322.9,79.45,0.82,66.31,218.89999999999998
2024-09-01,Ashok_Vihar,39.14,95.81,15.95,1.2,41.98,109.35000000000001
2024-09-02,Ashok_Vihar,31.92,84.67,19.73,1.22,52.19,92.56410256410257
2024-09-02,Sonia_Vihar,36.88,100.71,23.07,0.92,44.71,103.70000000000002
2024-09-02,Patparganj,26.71,71.75,16.11,0.47,31.89,81.43162393162393
2024-09-02,Vivek_vihar,29.17,58.61,12.08,1.32,16.65,86.6880341880342
2024-09-02,Mandir Marg,36.11,68.8,19.36,0.58,5.43,101.775
2024-09-02,Anand Vihar,48.94,112.68,51.94,0.75,61.89,133.85
2024-09-02,ITO,28.8,38.6,64.83,0.88,17.96,85.8974358974359
2024-09-03,Sonia_Vihar,52.08,108.29,20.92,0.87,44.1,141.7
2024-09-03,Patparganj,27.58,72.46,16.37,0.46,33.26,83.2905982905983
2024-09-03,Mandir Marg,33.51,47.91,16.8,0.67,7.89,95.96153846153845
2024-09-03,ITO,28.11,38.41,57.77,0.88,21.05,84.42307692307692
2024-09-03,Anand Vihar,40.3,129.36,59.47,0.82,57.21,112.25
2024-09-03,Vivek_vihar,36.75,72.66,14.66,1.54,21.63,103.375
2024-09-03,Ashok_Vihar,31.21,85.0,19.68,1.15,49.02,91.04700854700855
2024-09-04,Ashok_Vihar,22.71,50.46,25.37,1.2,32.24,72.88461538461539
2024-09-04,Mandir Marg,28.98,48.51,18.08,0.71,5.82,86.28205128205128
2024-09-04,Anand Vihar,30.51,118.91,72.18,1.37,35.53,89.55128205128204
2024-09-04,Vivek_vihar,25.93,45.76,26.56,1.56,15.43,79.76495726495726
2024-09-04,Patparganj,20.75,54.75,31.26,0.64,18.96,68.69658119658119
2024-09-04,Sonia_Vihar,24.48,55.92,24.57,0.95,24.93,76.66666666666667
2024-09-04,ITO,22.07,29.1,55.81,0.99,18.99,71.51709401709402
2024-09-05,ITO,34.63,45.93,75.27,1.35,39.93,98.35470085470087
2024-09-05,Sonia_Vihar,44.17,106.12,29.23,0.96,33.19,121.92500000000001
2024-09-05,Ashok_Vihar,38.62,87.21,30.46,1.22,62.05,108.05
2024-09-05,Anand Vihar,59.69,140.53,105.75,2.25,35.31,154.53488372093022
2024-09-05,Vivek_vihar,45.41,77.84,22.78,1.83,22.29,125.02499999999999
2024-09-05,Mandir Marg,38.36,54.47,32.96,0.89,30.35,107.4
2024-09-05,Patparganj,34.95,72.05,38.01,0.8,24.0,99.03846153846155
2024-09-06,Vivek_vihar,33.49,66.68,21.8,1.58,31.36,95.91880341880342
2024-09-06,Sonia_Vihar,41.77,119.67,27.89,1.14,28.16,115.92500000000001
2024-09-06,Patparganj,28.71,65.96,26.32,0.47,16.95,85.7051282051282
2024-09-06,ITO,26.05,40.67,98.67,1.45,18.25,98.58510638297872
2024-09-06,Mandir Marg,30.61,41.92,33.56,0.66,13.15,89.76495726495726
2024-09-06,Ashok_Vihar,27.75,71.58,28.79,1.21,34.43,83.65384615384616
2024-09-06,Anand Vihar,51.8,105.05,76.05,1.74,35.59,141.0
2024-09-07,Sonia_Vihar,37.71,85.25,24.55,0.86,25.56,105.775
2024-09-07,Patparganj,32.08,66.64,30.62,0.63,17.92,92.90598290598291
2024-09-07,ITO,28.08,38.69,57.94,0.98,21.99,84.35897435897436
2024-09-07,Vivek_vihar,31.33,59.02,30.35,1.8,26.85,91.3034188034188
2024-09-07,Mandir Marg,31.27,48.59,39.81,0.55,16.01,91.17521367521368
2024-09-07,Anand Vihar,44.29,109.64,76.38,1.33,18.33,122.225
2024-09-07,Ashok_Vihar,30.58,71.71,28.23,1.12,42.13,89.7008547008547
2024-09-08,Sonia_Vihar,55.02,106.56,20.59,0.93,24.35,149.05
2024-09-08,Patparganj,62.17,133.75,34.12,0.77,16.39,157.15644820295984
2024-09-08,Anand Vihar,73.13,224.71,93.64,1.72,18.23,168.74207188160676
2024-09-08,Ashok_Vihar,47.54,99.04,26.82,1.28,21.76,130.35
2024-09-08,Mandir Marg,47.08,72.63,39.87,0.69,10.86,129.2
2024-09-08,ITO,53.36,70.85,52.66,1.27,18.37,144.9
2024-09-09,Mandir Marg,49.2,72.0,42.26,0.96,13.81,134.5
2024-09-09,Anand Vihar,81.25,232.25,97.74,1.63,18.3,177.32558139534885
2024-09-09,ITO,44.56,65.79,71.73,1.66,21.99,122.9
2024-09-09,Vivek_vihar,47.68,85.84,29.29,2.01,12.78,130.7
2024-09-09,Ashok_Vihar,46.75,95.12,27.61,1.36,29.42,128.375
2024-09-09,Patparganj,48.17,111.17,31.71,0.68,24.47,131.925
2024-09-09,Sonia_Vihar,41.77,72.13,18.72,1.03,42.87,115.92500000000001
2024-09-10,Sonia_Vihar,41.49,83.91,21.97,0.96,44.5,115.22500000000001
2024-09-10,Vivek_vihar,41.09,72.43,31.33,1.83,20.67,114.22500000000001
2024-09-10,ITO,38.85,58.86,75.42,1.65,23.07,108.625
2024-09-10,Mandir Marg,41.89,72.26,43.82,0.92,28.46,116.22500000000001
2024-09-10,Anand Vihar,73.0,140.18,55.76,1.64,25.85,168.6046511627907
2024-09-10,Patparganj,41.54,97.79,29.98,0.55,34.17,115.35
2024-09-10,Ashok_Vihar,38.12,85.54,31.43,1.31,43.91,106.8
2024-09-11,Sonia_Vihar,29.71,65.04,19.76,0.89,38.61,87.84188034188034
2024-09-11,Vivek_vihar,41.81,82.73,28.69,1.99,12.07,116.025
2024-09-11,ITO,31.36,51.53,78.67,1.7,13.6,91.36752136752136
2024-09-11,Ashok_Vihar,28.42,76.12,29.51,1.38,22.36,85.08547008547009
2024-09-11,Mandir Marg,36.15,60.65,41.82,1.0,8.32,101.875
2024-09-11,Patparganj,39.5,97.25,31.7,0.64,24.79,110.25
2024-09-12,Vivek_vihar,30.37,41.36,15.03,1.57,11.67,89.25213675213675
2024-09-12,Patparganj,18.42,36.17,13.05,0.3,24.74,63.71794871794872
2024-09-12,Ashok_Vihar,12.55,29.71,13.85,1.02,22.94,51.175213675213676
2024-09-12,ITO,14.72,18.85,40.76,0.9,10.62,55.81196581196581
2024-09-12,Mandir Marg,20.33,33.23,41.15,0.5,9.14,67.7991452991453
2024-09-12,Sonia_Vihar,13.68,28.43,13.18,0.68,25.68,53.58974358974359
2024-09-13,Mandir Marg,21.49,33.83,41.22,0.66,13.81,70.27777777777777
2024-09-13,Patparganj,19.57,38.12,30.75,0.44,26.22,66.17521367521368
2024-09-13,ITO,17.92,21.62,49.01,1.07,11.44,62.649572649572654
2024-09-13,Sonia_Vihar,16.9,31.89,23.06,0.79,27.69,60.470085470085465
2024-09-13,Vivek_vihar,22.13,36.42,18.82,1.79,10.96,71.64529914529913
2024-09-13,Ashok_Vihar,15.13,35.3,25.53,1.32,23.97,56.68803418803419
2024-09-14,Patparganj,26.58,86.67,28.16,0.41,32.21,81.15384615384615
2024-09-14,Ashok_Vihar,29.46,85.79,25.17,1.19,24.05,87.3076923076923
2024-09-14,Vivek_vihar,29.87,72.27,12.78,1.5,15.4,88.18376068376068
2024-09-14,Mandir Marg,30.11,75.57,43.1,1.05,10.83,88.69658119658119
2024-09-14,Sonia_Vihar,33.58,84.88,22.2,0.62,31.7,96.11111111111111
2024-09-14,ITO,20.78,35.51,52.3,1.06,11.33,68.76068376068376
2024-09-14,Anand Vihar,57.0,144.67,38.06,1.84,50.45,151.69133192389006
2024-09-15,Sonia_Vihar,38.59,128.0,21.28,0.78,33.2,107.97500000000001
2024-09-15,ITO,28.53,59.69,58.59,1.13,11.24,85.32051282051282
2024-09-15,Patparganj,42.21,165.67,28.8,0.5,27.66,117.025
2024-09-15,Ashok_Vihar,37.83,136.54,25.28,1.02,22.5,106.075
2024-09-15,Anand Vihar,97.07,232.39,47.89,1.89,69.14,194.04862579281183
2024-09-15,Vivek_vihar,48.78,155.56,12.98,1.4,10.32,133.45
2024-09-15,Mandir Marg,39.86,76.59,52.25,0.71,13.5,111.15
2024-09-16,Mandir Marg,38.35,94.84,45.0,0.98,19.74,107.375
2024-09-16,ITO,33.21,78.11,82.36,1.55,12.56,95.32051282051282
2024-09-16,Patparganj,48.5,215.46,31.19,0.58,33.18,132.75
2024-09-16,Ashok_Vihar,43.92,171.58,29.26,1.27,26.96,121.30000000000001
2024-09-16,Vivek_vihar,55.09,170.05,17.39,2.11,14.47,149.22500000000002
2024-09-16,Anand Vihar,176.43,443.75,58.07,1.85,53.07,339.75
2024-09-16,Sonia_Vihar,46.29,166.08,19.98,0.95,39.0,127.225
2024-09-17,Sonia_Vihar,63.33,187.17,24.46,1.14,38.06,158.38266384778012
2024-09-17,Mandir Marg,48.0,96.73,40.4,1.3,28.17,131.5
2024-09-17,Ashok_Vihar,58.76,181.19,32.55,1.21,34.93,153.55179704016913
2024-09-17,Patparganj,58.71,202.58,33.2,0.53,38.47,153.49894291754757
2024-09-17,Anand Vihar,143.8,383.07,55.69,1.09,47.78,279.07
2024-09-17,ITO,43.2,78.94,87.89,1.56,13.17,119.50000000000001
2024-09-17,Vivek_vihar,56.54,146.96,23.72,1.91,20.6,151.20507399577167
2024-09-18,Vivek_vihar,42.38,73.84,22.05,1.55,21.2,117.45000000000002
2024-09-18,Sonia_Vihar,48.38,89.17,20.31,0.78,37.56,132.45000000000002
2024-09-18,Ashok_Vihar,39.71,94.25,31.36,1.06,27.74,110.775
2024-09-18,Mandir Marg,41.75,60.44,36.01,1.13,18.75,115.875
2024-09-18,Patparganj,42.97,90.89,28.37,0.49,38.57,118.925
2024-09-18,Anand Vihar,43.2,71.2,53.73,1.71,52.39,119.50000000000001
2024-09-18,ITO,43.15,55.82,73.21,1.27,10.67,119.375
2024-09-19,Mandir Marg,35.86,54.62,36.87,0.82,19.08,101.15
2024-09-19,Patparganj,34.04,80.91,26.88,0.48,33.68,97.09401709401709
2024-09-19,Anand Vihar,55.03,94.12,57.1,1.82,48.57,149.075
2024-09-19,ITO,26.25,40.23,71.04,1.28,12.85,80.44871794871796
2024-09-19,Ashok_Vihar,33.96,77.12,26.37,1.11,26.12,96.92307692307693
2024-09-19,Vivek_vihar,67.88,89.16,26.86,1.55,37.96,163.1923890063425
2024-09-19,Sonia_Vihar,42.17,90.25,21.51,1.15,40.94,116.92500000000001
2024-09-20,Mandir Marg,27.25,48.0,37.67,0.82,19.05,82.58547008547009
2024-09-20,Anand Vihar,78.64,222.08,71.89,2.02,47.59,174.56659619450318
2024-09-20,Patparganj,30.71,109.04,32.07,0.6,32.03,89.97863247863248
2024-09-20,Ashok_Vihar,27.79,92.25,33.41,1.31,32.23,83.73931623931624
2024-09-20,Vivek_vihar,42.12,76.39,23.25,1.72,13.59,116.8
2024-09-20,Sonia_Vihar,39.88,152.79,27.78,1.3,31.1,111.20000000000002
2024-09-20,ITO,26.71,49.28,103.34,1.49,11.57,101.28461538461539
2024-09-21,Anand Vihar,173.48,295.5,72.0,1.97,48.11,274.8202959830867
2024-09-21,Patparganj,35.58,129.04,37.06,0.62,34.16,100.45
2024-09-21,Ashok_Vihar,41.62,128.46,38.11,1.41,64.22,115.55
2024-09-21,Mandir Marg,34.43,54.48,38.44,0.85,24.82,97.92735042735043
2024-09-21,Vivek_vihar,63.95,92.82,22.94,1.81,24.29,159.03805496828753
2024-09-21,ITO,32.86,55.32,88.3,1.22,16.82,94.57264957264957
2024-09-21,Sonia_Vihar,50.62,165.96,28.69,1.36,43.46,138.05
2024-09-22,Patparganj,75.08,192.21,28.93,0.7,41.57,170.80338266384777
2024-09-22,Vivek_vihar,106.1,141.17,29.08,1.86,16.14,203.5940803382664
2024-09-22,Ashok_Vihar,73.79,148.58,30.65,1.28,36.42,169.43974630021143
2024-09-22,Sonia_Vihar,84.33,163.92,21.66,1.14,45.33,180.58139534883722
2024-09-22,Anand Vihar,245.85,653.1,64.63,2.46,48.66,549.1
2024-09-22,Mandir Marg,71.3,100.29,39.28,0.86,23.94,166.8076109936575
2024-09-22,ITO,64.16,95.43,85.82,1.45,18.83,159.2600422832981
2024-09-23,ITO,69.48,104.71,72.29,1.27,25.97,164.88372093023256
2024-09-23,Patparganj,86.38,210.21,31.93,0.65,34.28,182.74841437632136
2024-09-23,Mandir Marg,78.28,116.2,35.11,0.85,34.23,174.18604651162792
2024-09-23,Ashok_Vihar,79.25,147.54,28.67,1.47,42.75,175.21141649048627
2024-09-23,Sonia_Vihar,93.54,160.83,21.18,1.08,45.98,190.3171247357294
2024-09-23,Vivek_vihar,131.82,167.9,10.11,1.79,20.13,230.78224101479913
2024-09-24,ITO,85.56,119.57,106.1,1.85,29.98,181.8816067653277
2024-09-24,Vivek_vihar,131.29,203.3,16.0,1.93,22.38,230.22198731501055
2024-09-24,Sonia_Vihar,112.0,184.33,23.33,1.25,52.17,209.830866807611
2024-09-24,Ashok_Vihar,100.75,186.67,32.3,1.32,52.13,197.938689217759
2024-09-24,Mandir Marg,92.58,132.62,39.84,1.1,40.53,189.30232558139534
2024-09-24,Anand Vihar,251.07,605.73,57.52,1.96,30.01,501.73
2024-09-24,Patparganj,104.25,228.04,21.19,0.61,42.25,201.6384778012685
2024-09-25,Mandir Marg,81.65,118.04,44.17,0.95,21.52,177.74841437632136
2024-09-25,Vivek_vihar,102.23,159.68,15.46,1.82,29.9,199.5031712473573
2024-09-25,ITO,71.38,103.03,113.99,1.56,8.09,166.892177589852
2024-09-25,Anand Vihar,159.86,374.41,52.49,1.0,32.66,270.41
2024-09-25,Sonia_Vihar,114.75,211.21,29.99,1.28,47.81,212.73784355179703
2024-09-25,Ashok_Vihar,81.79,163.04,39.34,1.46,35.91,177.89640591966173
2024-09-25,Patparganj,87.29,198.08,25.88,0.61,31.45,183.71035940803384
2024-09-26,Ashok_Vihar,27.04,62.58,22.35,1.2,32.87,82.13675213675214
2024-09-26,Patparganj,25.17,82.29,19.68,0.51,31.1,78.14102564102565
2024-09-26,Sonia_Vihar,35.35,98.3,23.34,0.82,41.12,99.89316239316238
2024-09-26,Mandir Marg,30.25,58.29,42.62,0.74,16.45,88.9957264957265
2024-09-26,ITO,25.01,38.71,69.39,1.02,5.21,77.7991452991453
2024-09-26,Vivek_vihar,39.28,71.39,9.09,1.54,23.76,109.7
2024-09-27,Patparganj,10.54,62.83,13.7,0.41,38.15,54.415
2024-09-27,Sonia_Vihar,16.88,82.92,21.51,0.78,52.1,64.46000000000001
2024-09-27,Mandir Marg,17.12,44.46,42.26,0.78,18.37,60.940170940170944
2024-09-27,Vivek_vihar,14.9,45.68,9.57,1.48,28.55,56.1965811965812
2024-09-27,ITO,15.25,26.84,66.52,0.84,7.23,64.38297872340425
2024-09-27,Ashok_Vihar,13.75,47.96,17.95,1.09,27.9,53.73931623931624
2024-09-28,Sonia_Vihar,20.67,68.29,22.19,0.79,51.12,68.52564102564102
2024-09-28,Mandir Marg,15.12,34.79,43.36,0.74,25.54,56.666666666666664
2024-09-28,Ashok_Vihar,15.62,51.79,20.37,1.11,36.71,57.73504273504273
2024-09-28,Vivek_vihar,21.83,47.18,13.68,1.43,34.42,71.0042735042735
2024-09-28,ITO,11.16,11.48,68.93,0.83,10.94,66.9468085106383
2024-09-28,Patparganj,13.96,60.42,17.15,0.4,35.96,54.18803418803419
2024-09-29,Patparganj,23.75,75.62,24.65,0.53,34.66,75.1068376068376
2024-09-29,Ashok_Vihar,24.92,60.92,21.35,1.23,28.45,77.60683760683762
2024-09-29,Sonia_Vihar,29.88,77.67,20.92,0.92,45.5,88.2051282051282
2024-09-29,Vivek_vihar,31.39,53.06,12.48,1.51,27.37,91.43162393162393
2024-09-29,Mandir Marg,27.43,45.63,42.35,0.9,19.44,82.97008547008548
2024-09-29,ITO,31.27,30.05,81.72,0.97,8.29,91.17521367521368
2024-09-30,Mandir Marg,67.69,110.84,41.95,0.85,29.06,162.99154334038056
2024-09-30,ITO,55.81,87.54,77.91,1.21,9.93,150.43340380549682
2024-09-30,Vivek_vihar,86.98,127.38,17.11,1.75,26.74,183.38266384778012
2024-09-30,Patparganj,67.71,176.25,30.64,0.69,44.8,163.01268498942918
2024-09-30,Anand Vihar,82.91,352.36,43.65,1.15,61.06,248.36
2024-09-30,Sonia_Vihar,78.33,135.46,20.77,1.05,43.93,174.23890063424946
2024-09-30,Ashok_Vihar,66.0,131.38,31.28,1.35,34.51,161.20507399577167
2024-10-01,Sonia_Vihar,78.2,145.29,20.61,1.08,46.19,174.1014799154334
2024-10-01,Ashok_Vihar,63.35,141.02,27.67,1.39,45.67,158.40380549682877
2024-10-01,ITO,57.92,96.82,74.12,1.45,13.26,152.66384778012684
2024-10-01,Patparganj,73.15,195.08,35.46,0.76,26.94,168.7632135306554
2024-10-01,Anand Vihar,92.42,404.48,55.55,1.04,65.43,300.48
2024-10-01,Mandir Marg,69.18,113.37,43.75,0.65,31.38,164.56659619450318
2024-10-01,Vivek_vihar,101.18,157.06,16.07,1.73,26.12,198.39323467230446
2024-10-02,Vivek_vihar,94.9,160.82,33.65,2.14,24.62,191.75475687103594
2024-10-02,Patparganj,66.79,221.42,52.54,0.92,25.4,162.0401691331924
2024-10-02,Ashok_Vihar,72.67,163.33,44.39,1.63,31.88,168.25581395348837
2024-10-02,Anand Vihar,105.91,504.06,58.41,1.53,63.96,400.06
2024-10-02,Sonia_Vihar,83.79,202.42,27.71,1.67,29.56,180.01057082452434
2024-10-02,ITO,59.91,116.06,107.44,1.68,11.71,154.7674418604651
2024-10-03,Anand Vihar,101.78,546.92,61.75,1.42,73.54,442.91999999999996
2024-10-03,Vivek_vihar,78.66,177.48,31.92,2.12,30.48,174.5877378435518
2024-10-03,Ashok_Vihar,60.71,167.08,40.81,1.45,37.09,155.61310782241014
2024-10-03,Sonia_Vihar,68.07,172.05,27.97,1.33,27.23,163.39323467230443
2024-10-03,ITO,54.55,94.72,122.93,1.93,14.85,147.875
2024-10-03,Mandir Marg,48.09,118.1,48.99,0.77,31.99,131.72500000000002
2024-10-03,Patparganj,60.14,231.13,52.51,0.99,20.78,155.0105708245243
2024-10-04,Ashok_Vihar,57.12,158.08,42.0,1.51,32.16,151.8181818181818
2024-10-04,Sonia_Vihar,68.09,153.25,26.0,1.28,47.61,163.41437632135307
2024-10-04,Patparganj,69.42,230.17,47.88,0.87,32.42,164.82029598308668
2024-10-04,Anand Vihar,107.07,571.72,55.2,1.5,80.72,467.72
2024-10-04,Vivek_vihar,106.24,191.8,38.99,2.09,18.86,203.74207188160676
2024-10-04,ITO,54.64,109.95,155.22,2.24,8.0,148.10000000000002
2024-10-04,Mandir Marg,56.28,113.45,45.59,1.05,22.42,150.93023255813955
2024-10-05,Vivek_vihar,59.99,127.71,30.99,1.92,21.7,154.85200845665963
2024-10-05,Anand Vihar,105.39,468.37,62.54,1.88,81.23,364.37
2024-10-05,Sonia_Vihar,53.61,144.46,23.88,0.94,27.55,145.525
2024-10-05,Patparganj,43.0,177.38,43.49,0.82,37.36,119.0
2024-10-05,ITO,42.86,85.05,114.83,1.67,7.96,118.65
2024-10-05,Ashok_Vihar,43.38,137.75,34.75,1.44,25.98,119.95000000000002
2024-10-05,Mandir Marg,33.2,79.54,37.6,0.83,23.61,95.2991452991453
2024-10-06,Ashok_Vihar,40.0,121.75,27.54,1.21,34.13,111.5
2024-10-06,ITO,101.0,78.0,86.88,1.2,14.58,198.2029598308668
2024-10-06,Vivek_vihar,66.93,136.05,35.08,1.83,22.84,162.1881606765328
2024-10-06,Anand Vihar,65.12,507.79,53.05,2.21,78.56,403.79
2024-10-06,Sonia_Vihar,34.14,109.79,29.05,0.75,41.25,97.3076923076923
2024-10-06,Mandir Marg,40.92,82.46,44.19,0.73,28.84,113.80000000000001
2024-10-06,Patparganj,44.0,169.67,31.22,0.57,36.4,121.5
2024-10-07,Patparganj,44.83,155.62,30.84,0.55,37.96,123.575
2024-10-07,Sonia_Vihar,54.12,135.4,24.93,0.85,43.81,146.8
2024-10-07,Vivek_vihar,59.98,123.05,15.49,1.61,31.9,154.8414376321353
2024-10-07,Anand Vihar,67.51,385.73,56.72,1.82,86.75,281.73
2024-10-07,ITO,130.0,105.0,79.01,1.19,9.91,228.8583509513742
2024-10-07,Mandir Marg,45.33,85.5,45.18,0.8,25.54,124.825
2024-10-07,Ashok_Vihar,46.83,123.96,31.88,1.22,34.84,128.575
2024-10-08,ITO,105.8,210.6,56.82,1.37,18.02,203.276955602537
2024-10-08,Anand Vihar,131.74,495.49,73.64,2.03,87.31,391.49
2024-10-08,Sonia_Vihar,92.93,177.33,28.58,2.67,31.38,189.6723044397463
2024-10-08,Ashok_Vihar,72.17,165.71,36.85,1.25,50.86,167.72727272727272
2024-10-08,Patparganj,73.75,238.21,42.47,0.63,33.13,169.39746300211416
2024-10-08,Mandir Marg,71.36,123.53,49.5,0.75,32.16,166.87103594080338
2024-10-08,Vivek_vihar,107.2,189.84,25.46,1.86,38.63,204.7568710359408
2024-10-09,Sonia_Vihar,71.5,133.08,23.98,3.34,50.1,167.01902748414375
2024-10-09,Ashok_Vihar,61.88,140.33,39.29,0.99,45.0,156.84989429175477
2024-10-09,Anand Vihar,72.76,378.8,64.79,1.79,80.26,274.8
2024-10-09,Vivek_vihar,82.68,133.01,30.61,1.49,51.41,178.8372093023256
2024-10-09,Patparganj,66.42,187.5,41.3,0.62,32.56,161.64904862579283
2024-10-09,ITO,72.67,148.69,47.31,1.16,21.59,168.25581395348837
2024-10-09,Mandir Marg,64.48,109.33,49.72,0.77,34.21,159.59830866807613
2024-10-10,ITO,51.57,124.73,35.33,0.95,24.91,140.425
2024-10-10,Vivek_vihar,56.08,144.32,31.28,1.22,51.42,150.71881606765328
2024-10-10,Patparganj,51.38,168.46,41.76,0.57,39.08,139.95000000000002
2024-10-10,Ashok_Vihar,47.09,120.54,33.16,0.26,43.67,129.22500000000002
2024-10-10,Sonia_Vihar,51.75,115.71,22.03,3.54,62.55,140.875
2024-10-10,Anand Vihar,71.27,369.49,70.32,1.69,65.15,265.49
2024-10-10,Mandir Marg,47.75,96.46,51.48,0.47,32.02,130.875
2024-10-11,Vivek_vihar,63.29,166.86,19.73,1.68,58.43,158.34038054968286
2024-10-11,ITO,58.63,157.62,37.34,1.05,35.2,153.41437632135307
2024-10-11,Patparganj,60.62,183.96,53.39,0.67,27.97,155.51797040169134
2024-10-11,Mandir Marg,52.35,95.2,47.35,0.64,39.4,142.375
2024-10-11,Ashok_Vihar,55.71,124.83,37.74,0.29,53.87,150.32769556025372
2024-10-11,Sonia_Vihar,59.58,123.67,25.49,3.65,52.0,154.41860465116278
2024-10-11,Anand Vihar,79.08,417.92,91.23,1.74,54.96,313.92
2024-10-12,Mandir Marg,73.2,117.24,55.61,0.76,30.42,168.81606765327695
2024-10-12,ITO,54.22,171.48,68.63,1.61,30.84,147.05
2024-10-12,Vivek_vihar,88.03,210.95,14.54,1.99,49.34,184.492600422833
2024-10-12,Patparganj,81.67,239.18,27.08,0.97,19.09,177.76955602536998
2024-10-12,Ashok_Vihar,71.25,162.5,55.29,0.71,45.49,166.75475687103594
2024-10-12,Anand Vihar,113.47,492.45,84.47,2.23,66.82,388.45
2024-10-12,Sonia_Vihar,76.21,157.96,33.14,4.33,17.78,171.99788583509513
2024-10-13,Ashok_Vihar,97.75,188.29,66.34,1.18,41.44,194.7674418604651
2024-10-13,Mandir Marg,103.05,152.26,60.87,1.16,30.12,200.36997885835095
2024-10-13,Sonia_Vihar,111.04,187.46,38.51,4.51,18.37,208.81606765327695
2024-10-13,Anand Vihar,177.14,524.0,81.73,3.2,58.01,420.0
2024-10-13,ITO,82.44,199.88,124.11,2.6,25.26,178.58350951374206
2024-10-13,Vivek_vihar,149.38,292.85,11.71,2.63,61.68,249.34460887949257
2024-10-14,Mandir Marg,79.2,160.1,66.66,1.24,31.47,175.1585623678647
2024-10-14,ITO,98.63,211.85,110.53,2.48,27.28,195.69767441860466
2024-10-14,Patparganj,132.17,330.04,72.74,1.36,14.64,231.1522198731501
2024-10-14,Vivek_vihar,145.16,280.52,14.07,2.27,49.21,244.88372093023253
2024-10-14,Anand Vihar,192.01,555.23,99.92,2.83,36.08,451.23
2024-10-14,Sonia_Vihar,138.23,205.91,35.93,2.47,12.75,237.5581395348837
2024-10-14,Ashok_Vihar,115.75,224.42,67.07,1.12,37.68,213.79492600422833
2024-10-15,Patparganj,86.71,278.33,67.66,1.11,9.82,183.09725158562367
2024-10-15,ITO,62.05,162.53,73.03,1.87,28.96,157.02959830866808
2024-10-15,Mandir Marg,81.46,144.62,68.1,0.91,31.37,177.5475687103594
2024-10-15,Vivek_vihar,94.41,237.01,15.27,2.17,55.51,191.23678646934462
2024-10-15,Ashok_Vihar,93.95,207.04,74.67,0.91,40.15,190.75052854122623
2024-10-16,Sonia_Vihar,90.76,252.31,71.41,1.61,24.58,187.37843551797042
2024-10-16,Vivek_vihar,107.52,268.54,21.72,2.46,63.24,205.0951374207188
2024-10-16,Patparganj,107.58,330.46,82.22,1.51,15.09,226.45999999999998
2024-10-16,Mandir Marg,103.98,177.81,77.73,1.12,39.28,201.35306553911207
2024-10-16,ITO,73.43,184.93,100.64,2.66,33.75,169.05919661733617
2024-10-16,Ashok_Vihar,109.91,253.55,86.05,0.94,48.48,207.6215644820296
2024-10-17,Vivek_vihar,196.62,385.99,20.84,3.14,30.79,299.2811839323467
2024-10-17,Sonia_Vihar,164.0,339.17,69.21,1.77,22.71,264.79915433403806
2024-10-17,Patparganj,165.46,446.08,75.24,1.98,28.13,342.08
2024-10-17,ITO,113.48,227.03,170.75,4.36,23.87,211.3953488372093
2024-10-17,Anand Vihar,187.86,640.19,90.29,3.21,29.32,536.19
2024-10-17,Mandir Marg,100.4,159.16,88.54,2.25,11.1,197.56871035940804
2024-10-17,Ashok_Vihar,167.62,319.71,93.08,1.55,79.32,268.62579281183935
2024-10-18,ITO,103.23,211.41,175.93,4.25,14.0,200.56025369978857
2024-10-18,Vivek_vihar,151.32,344.68,12.29,3.19,3.9,251.39534883720927
2024-10-18,Anand Vihar,206.94,637.88,82.95,3.72,36.39,533.88
2024-10-18,Sonia_Vihar,154.18,322.54,60.62,2.46,27.67,254.4186046511628
2024-10-18,Mandir Marg,120.38,190.25,82.82,1.59,27.99,218.6892177589852
2024-10-18,Patparganj,139.29,388.75,78.1,1.67,19.81,284.75
2024-10-18,Ashok_Vihar,135.99,284.59,89.48,1.62,58.18,235.19027484143763
2024-10-19,Anand Vihar,192.8,635.98,89.63,2.92,26.67,531.98
2024-10-19,Patparganj,128.42,327.54,55.45,1.24,26.5,227.18816067653273
2024-10-19,ITO,115.16,213.73,145.57,3.5,12.66,213.17124735729385
2024-10-19,Sonia_Vihar,140.0,301.79,56.34,2.03,31.13,239.4291754756871
2024-10-19,Mandir Marg,116.04,185.0,82.15,2.38,27.43,214.1014799154334
2024-10-19,Vivek_vihar,169.76,338.41,20.99,2.68,3.9,270.88794926004226
2024-10-19,Ashok_Vihar,130.61,258.09,89.38,1.5,39.51,229.5031712473573
2024-10-20,Anand Vihar,203.07,516.84,79.09,2.99,41.72,412.84000000000003
2024-10-20,Patparganj,147.88,341.83,57.15,1.3,31.58,247.75898520084564
2024-10-20,Sonia_Vihar,174.71,307.96,41.31,1.6,36.91,276.12050739957715
2024-10-20,Mandir Marg,133.16,187.07,80.13,1.17,39.71,232.19873150105707
2024-10-20,ITO,129.53,219.39,167.17,3.38,13.95,228.3615221987315
2024-10-20,Vivek_vihar,167.07,338.64,24.93,2.37,3.9,268.0443974630021
2024-10-20,Ashok_Vihar,175.62,276.42,65.09,1.77,75.98,277.08245243128965
